رزیدنت_ایول	توسعه‌دهنده	کپ‌کام
آقچای_علیا	بخش	بخش_کوراییم
اتاق_گوشواره	تک‌آهنگ_بعدی	مد_و_نای
اشکالی	منطقه	استان_بوشهر
یوری_سمین	موضوع	مربیان_باشگاه_دینامو_مسکو
رافائل	قدرت	چی_کونگ
نیروهای_مسلح_جمهوری_آذربایجان	دفتر_مرکزی	باکو
ملک‌آباد	بخش	قم
الکترونیک_راک	مبحث_دیگر	سینث‌پاپ
دهستان_خرقان	منطقه	استان_همدان
ویز_ایر	هدف_airport	فرودگاه_بین‌المللی_هنری_کواندا
لئونارد_برنستاین	سبک	اپرا
آرامگاه_شاه_نعمت‌الله_ولی	موقعیت	ماهان
عصر_ناپلئون	سلطنت	ناپلئون_بناپارت
آلمان_شرقی	دامنه_اینترنتی	.dd
موسیقی_هاوس	سبک_گرا_origin	فانک
درامن	نوع	کد_پستی
جان_میجر	پیش_از	تونی_بلر
بوئنوس_آیرس	بنیانگذار_date	1580
رستم‌آباد	بخش	شهرستان_نائین
امیدآباد	بخش	گنبد_کاووس
سووارد،_آلاسکا	عنوان_حاکم	شهردار
دینارکوه	ناحیه1	استان_ایلام
سوان	تصویر_description_(caption)	سواناوانک
تیم_ملی_فوتبال_زیر_20_سال_مراکش	خانه_stadium	ورزشگاه_محمد_پنجم
زبان_سیلزیایی	خانواده	زبان‌های_اسلاوی_غربی
دهستان_خورخوره	دهستان	سقز
کسوف	فیلم_director	میکل‌آنجلو_آنتونیونی
یهودی_ابدی	لنگuage	زبان_آلمانی
تیم_جانسون	پس_از	لری_پرسلر
بنیاد_نرم‌افزار_آپاچی	موضوع	نرم‌افزار_متن‌باز
فرودگاه_لاورنس_جی_تیمرمان	مالک	شهرستان_میلواکی،_ویسکانسین
غلامحسین_رمضانی	نظامی_branch	فرمانده_کل
اسماعیل_سار	موقعیت	وینگر
باخارفکا	متصدی	نیروی_هوایی_روسیه
علی_ارسلان	محل_تولد	آمل
پشاور_زلمی	سال_تاسیس	2015
محمد_مزالی	سلف	هادی_نویره
کرونولا-ساترلند_شارکس	سال_تاسیس	استرالیا
دانشگاه_ووستر	نوع	دانشگاه_دولتی
بلوط	تمرکز_city	الیجنت_ایر
اومخونتو_وسیزوه	وابسته_به_سیاسی	کنگره_ملی_آفریقا
جنگ_یامن	است_،_part_of_military_conflict	تسخیر_سلسله_سونگ_توسط_مغول
قنات_دروعباس،_درمیان	شهرستان	شهرستان_درمیان
کیران_رائو	موضوع	مقاله‌های_خرد_زندگی‌نامه_افراد
غلامرضا_نیکخواه	محل_تولد	بوشهر
سالومه_ام‌سی	ژانر	تریپ_هاپ
ریگبی،_آیداهو	نام	استاندارد_پردازش_اطلاعات_فدرال
سیف‌آباد	توابع	خنج
ناصر_کنعانی	دانشگاه	دانشگاه_فنی_برلین
مایکل_اسمیت	ملیت	کانادا
خداحافظی	سعادتious_work	از_خانه_تا_گور
کلاوس_وورایت	حزب	حزب_سوسیال_دموکرات_آلمان
المان	بخش	شهرستان_رشت
سوزوکی_کیزاشی	طرح‌بندی	خودروی_محورجلو
ساردین_سفید	خانواده	شگ‌ماهیان
گی‌یرمو_دل_تورو	موضوع	مقاله‌های_ویکی‌پدیا_همراه_شناسه‌های_MusicBrainz
اندیس_سیلیجرد	محصولات	طلا
نوده	روستا	شهرستان_تالش
سلطان_بن_عبدالعزیز	رجن	عبدالله_بن_عبدالعزیز
جافری_برگن	موضوع	مقاله‌های_ویکی‌پدیا_همراه_شناسه‌های_ISNI
کوریتیبا	نوع	ایالت‌های_برزیل
ماشین_جدول‌بندی_(پیشگام_کامپیوتر)	سال_تولید	1890
شکرآباد	منطقه	شهرستان_دلفان
سکرادین	بخشی_از	کرواسی
توماس_کانتلینن	گونه	اپرا
علی_شریعتی	رشته‌ی_تحصیلی	جامعه‌شناسی
فرودگاه_منچستر	مرکز	فلای‌بی
انا_دیویر_اسمیت	شغل	هنرپیشه
آتورپاتکان	دیرینگی	تاریخ_باستان
ادموند_هوسرل	اصلی_interest	معرفت‌شناسی
دستگردان	بخش	دستگردان
جرج_کلونی	شریک_زندگی	استیسی_کیبلر
بادکی	توابع	شهرستان_چایپاره
پارک_ائل_گلی	زمان_تاسیس	1360
زو_کای	مربی	هوانگ_یوبین
دهستان_حومه	منطقه	شهرستان_سنندج
اودا_نوبوسادا	جانشین	اودا_نوبوهیده
ریچارد_ارنست	معروف_for	رزونانس_مغناطیسی_هسته‌ای
خط_4_متروی_تهران	محل	استان_تهران
پروین_سلیمانی	کودک	حسین_فرهادپور
کروکستون،_مینه‌سوتا	منطقهٔ_زمانی	منطقه_زمانی_مرکزی
جین_کلی	محل_تحصیل	دانشگاه_پیتسبرگ
دونالد_کرام	محل_تحصیل	دانشگاه_هاروارد
ادگاردو_کودسال	محل_تولد	مکزیک
معزالدوله_دیلمی	دودمان	آل_بویه
رداع	منطقهٔ_زمانی	00+
به	ناحیه_زمانی_۱	منطقه_زمانی_شرقی
هانس_زیمر	زایمان_date	فرانکفورت
اس‌تی‌اس-45	سعادتious_mission	اس‌تی‌اس-42
دانشگاه_ویرجینیا_کامنولث	دانشگاه	منطقه_شهری
عمارت_آصف_وزیری	شهرستان	حرفDG
هیوتر،_آیداهو	ناحیه_زمانی_۱	منطقه_زمانی_اقیانوس_آرام
اندیس_صفی_خانلو	محصول	نقره
الناز_شاکردوست	موضوع	عکاسی
سوزی_جونز	شنا_style	شنای_قورباغه
استان_مرکزی	جفovernor_general	سید_علی_آقازاده
شجاع_آذری	موضوع	مقاله‌های_دارای_مستندات
تسوشیما	قومی_groups	مردمان_ژاپنی
هرمز_هدایت	حرفpouse	آزاده_پورمختار
کریم‌آباد	بخش	شهرستان_مینودشت
الک_ریور،_مینه‌سوتا	است_،_part_of	ایالات_متحده_آمریکا
فردینان_دو_سوسور	محل_تولد	ژنو
قاسم_حاجی‌زاده	تأثیرپذیرفته_از	حبیب_محمدی
یک_قدم_نزدیکتر	متعاقب_work	خزیدن
شهرک_حمزه	بخش	استان_ایلام
مایک_هانکه	موقعیت	مهاجم
ویلیام_شکسپیر	قابل_توجه_work	تاجر_ونیزی
تین_چیاو	بوهاlma_mater	دانشگاه_لندن
اسلوونی	بزرگترین_city	لیوبلیانا
گارگویلیوسور	فسیل_range	ژوراسیک
دونالد_ترامپ	محل_تحصیل	دانشگاه_فوردهام
شهریار_چهارم	فرزندان	علاءالدوله_علی
جیل_استاین	محل_تولد	ایالات_متحده_آمریکا
شرکت_لبنی_هراز	دفتر_مرکزی	آمل
چارلز_پدرسون	بوهاlma_mater	روزنامه
ریکیاویک	نوع	کد_پستی
برت_فورتل	موضوع	مقاله‌های_دارای_مستندات
به_سلامتی	هنرمند	ریانا
دانشگاه_نوشاتل	حالت	کانتون_نوشاتل
بازی_آخر_بانو	ناشر	انتشارات_ققنوس
جمهوری_آذربایجان	بزرگترین_city	باکو
حمید_شاه_آبادی	دین	اسلام
چه_بر_سر_دوشنبه_آمده؟	کشور	بلژیک
کندریک،_آیداهو	ناحیه_زمانی_۱	منطقه_زمانی_اقیانوس_آرام
عیسی‌آباد	منطقه	شهرستان_سنندج
شهرستان_ساری	بخش	بخش_مرکزی_شهرستان_ساری
سرگی_برین	موضوع	مقاله‌های_ویکی‌پروژه_نسخه_آفلاین_درباره_اتحاد_جماهیر_سوسیالیستی_شوروی
بزرگ_سیاره_کوچک	گونه	سکوبازی
محمدرضا_عالی‌پیام	تاریخ_تولد	1336
خاکسترهای_آنجلا	پدیدآور	فرانک_مک‌کورت
رئیس‌جمهور_ایالات_متحده_آمریکا	رنگ_name	لاجوردی
کاتوویتس	نوع	فهرست_شهرهای_لهستان
مهرماه_سلطان	والد	سلیمان_یکم
جوآن_پنینگتون	شنا_style	شنای_مختلط
جیم_جردن	تحصیلات	دانشگاه_ویسکانسین-مدیسن
پطرس	محل_تولد	بلندی‌های_جولان
نابالوئنگا	منطقهٔ_زمانی	زمان_اروپای_مرکزی
نوآم_چامسکی	درfluenced	آدام_اسمیت
مؤسسه_فناورانه_ورماتا_جیجابای	دانشگاه	منطقه_شهری
دارن_شان	قابل_توجه_work	زام-بی
حمید_لولایی	ملیت	مردمان_ایرانی
لیتوانی	تاریخ_بنیانگذاری	15_ژوئن
لنگر	توابع	شهرستان_کرمان
عطش_مبارزه	کارگردان	گری_راس
قنات_کرفی‌در،_جاجرم	کشور	ایران
شیخ_ابراهیم_دوم	عنوان	شاه
قنات	توابع	شهرستان_دیلم
فرودگاه_اکاتی	آر1-ظاهر	شن
کوین_دورانت	سوابق_حرفه‌ای_درخشان	جایزه_باارزش‌ترین_بازیکن_ان‌بی‌ای
اندیس_برم_گنداب	نوع	مصالح_ساختمانی
مله‌کبود	توابع	شهرستان_دالاهو
ملالو	دهستان	آبش‌احمد
اوپسالا	نوع	کد_پستی
سیاه_اسواری	محل_اقامت	ایران‌شهر
بنینو_آکینو	فرزندان	بنیگنو_آکینو
تیم_ملی_فوتبال_قرقیزستان	منطقه_ای_cup_first	جام_ملت‌های_آسیا_2019
حاجی‌آباد	منطقهٔ_زمانی	ساعت_رسمی_ایران
امارات_متحده_عربی	نوع_حاکمان	نخست‌وزیر
فرودگاه_آلیکانته-الچه	آر1-ظاهر	بتن
آرکو،_آیداهو	نام	استاندارد_پردازش_اطلاعات_فدرال
باشگاه_فوتبال_گالاتاسرای	ورزشگاه	ورزشگاه_ترک_تلکام
رزم‌آور	حرفervice_branch	فرمانده_کل
قنات_کهن‌حسین_بالا،_سراوان	بخش	بخش_مرکزی_شهرستان_سراوان
برکت_جرات_حمدو	رئیس	حسن_گولد_آپتیدون
ترزا_می	افتخار-prefix	مجلس_عوام
تیانجین	نوع	کد_پستی
عباس_عدالت	محل_تحصیل	دانشگاه_واریک
ناصر_فکوهی	محل_اقامت	تهران
آن‌ویک،_آلاسکا	نوع	زیپ‌کد
جمیان	توابع	سقز
قنات_میان‌رود،_زاهدان	شهرستان	شهرستان_زاهدان
یوری_سمین	ملیت	اتحاد_جماهیر_سوسیالیستی_شوروی
هاردن‌برخ	رهبر_party	حزب_مردم_برای_آزادی_و_دموکراسی
کاسانووا_وانگ	موضوع	مقاله‌های_دارای_مستندات
هاشم_عطار	شغل	عکاس
بانجو	طبقه_بندی	سازهای_زهی
لگوروکی	کشور	تانزانیا
فرشته_طائرپور	کودک	غزل_شاکری
اندیس_اوره-1	محصولات	گابرو
کاظم_میرولد	نمونه‌ای_از	صاحب_دفتر
دیوید_سنبورن	ثبت_label	رپریز_رکوردز
سرتنگ	منطقه	خلیفان
کمکم_کن	بازیگر	ماهایا_پطروسیان
ایر_مالتا	مرکز	فرودگاه_بین‌المللی_مالت
اندیس_دولومیت_عزیز_آباد	جفenesis	دولومیت
فهرست_شاهان_فرانسه	محل_اقامت	کونسیرژوری
کارل_پیرسون	دین	خداناباوری
سفید_شمالگان	خانواده	کاهی‌بالان
آلیس_گوستلی	شغل	هنرپیشه
چنارستان	روستا	شهرستان_تاکستان
عباس_محتاج	پس_از	محمدباقر_ذوالقدر
سالور	مذهب	اسلام
اومش_وزیرانی	رشتهٔ_دانشگاهی	رایانه_کوانتومی
فرمانده_کل	مخالفان	لواء_ابو_الفضل_العباس
ثور	بازیگر	آنتونی_هاپکینز
جمهوری_آذربایجان	انسانی_development_index_as_of	1386
سیلاب	استان_آذربایجان_شرقی	بخش
روح‌الله_احمدزاده_کرمانی	محل_تحصیل	دانشگاه_امام_صادق
آکیرا_کوروساوا	تأثیرگذار_بر	فدریکو_فلینی
فیلیپ_موریس	محدودهٔ_فعالیت	جهان
پلی‌استیشن_همراه	پیش_از	پلی‌استیشن_ویتا
پاروویروس	حرفubdivision	پنلوکوپنی
خلیج_هادسون	کشورها	ایالات_متحده_آمریکا
فرشید_منافی	محل_تولد	تهران
بروس_ویلیس	همسر	2000
محمد_عارف_نور_زی	محل_تولد	ولایت_بادغیس
عباس‌آباد	روستا	شهرستان_آستارا
بابک_سعیدی	ابزار	تار
سیاوش_قمیشی	تاریخ_تولد	اهواز
کیک_خوراک_فرشته	نوع	کیک_اسفنجی
فرج‌آباد	منطقه	شهرستان_لالی
تلویزیون_OLED	سال_تولید	1940
مرودشت	شهرستان	فارس
اوکامی	محاسبات_platform	پلی‌استیشن_3
تامی_کلیر	محل_مرگ	کانادا
خداحافظی	سبک	رپ_فارسی
پل_اپورث	گونه	پانک_راک
فرودگاه_کیلس-ماسلوو	سطح_of_runway	بتن
فتح‌الله_حسینی	ملیت	ایران
رواتهی	موضوع	همه_مقاله‌های_خرد
جلیل_صفربیگی	زمینه_فعالیت	ادبیات
ناصر_سبحانی	کشور_فوت	ایران
شاهد_احمدلو	والد	محمدولی_احمدلو
ودافون	کلید_person	جرارد_کلیسترلی
پایگاه_هوایی_سیمون_بولیوار	سطح_باند	بتن
موسیقی_اینداستریال	سبک_گرا_origin	موسیقی_آوانگارد
والدیش_اوشکارشدوهتیر	موضوع	برندگان_جایزه_بفتا
قلقله	بخش	سقز
گوگل_پلی	سبک	وصله
زبان_کومائونی	فیلمنامه	دیواناگری
قنات_رضاالله‌آباد،_سراوان	منطقه	بخش_مرکزی_شهرستان_سراوان
استرئیتا_کاسترو	شغل	هنرپیشه
لردز_آو_بلک	ژانر	هارد_راک
مامه_بابا_تیام	موضوع	مقاله‌های_ویکی‌پروژه_نسخه_آفلاین_با_درجه_اهمیت_متوسط_و_درجه_کیفیت_ابتدائی
